Data,DE000ETFL037
12/2018,31828.50530932776
01/2019,34738.67060664786
02/2019,36859.40880149032
03/2019,38484.5241207507
04/2019,41774.37285377924
05/2019,40697.07874017712
06/2019,42915.66869249407
07/2019,44031.46822480607
08/2019,42674.90259532875
09/2019,43420.331075781905
10/2019,43054.98314355865
11/2019,46371.92360595437
12/2019,46529.81218047327
01/2020,47747.54722631967
02/2020,44413.57818487216
03/2020,38533.0154825852
04/2020,42566.942834766734
05/2020,49577.64581044878
06/2020,48433.509941125965
07/2020,49582.8488104824
08/2020,52952.104865773545
09/2020,53776.79926279834
10/2020,51859.61973315303
11/2020,55895.99318820998
12/2020,57919.281459231286
01/2021,57069.01334906532
02/2021,56888.14446503174
03/2021,57730.64045629865
04/2021,62383.01895814034
05/2021,61344.99053506129
06/2021,65522.5524807629
07/2021,69908.04266509149
08/2021,71848.93855894638
09/2021,67739.64487235023
10/2021,72257.7106146121
11/2021,71200.8258568366
12/2021,73535.51717791613
01/2022,60154.683985817566
02/2022,58696.69401461878
03/2022,60624.65536014505
04/2022,54586.16606056839
05/2022,52862.377585169124
06/2022,47334.03786391863
07/2022,54169.03771305465
08/2022,48980.48214059257
09/2022,42171.41460727449
10/2022,44201.25687886183
11/2022,48217.2242839176
12/2022,46459.58027708759
01/2023,49561.45738948972
02/2023,49794.37661456292
03/2023,52029.851455799886
04/2023,51306.21313128907
05/2023,51038.55574820825
06/2023,52582.66692837704
07/2023,53769.43653976224
08/2023,49215.920824905596
09/2023,46065.49973083508
10/2023,43887.806616653674
11/2023,50780.68552886543
12/2023,53995.797445505086
01/2024,53969.66720215929
02/2024,57973.826030615564
03/2024,58093.89580882038
04/2024,53228.48245396031
