Data,DE0005933949
01/2002,63336.62733314631
02/2002,62895.2149743157
03/2002,65575.03894468422
04/2002,62395.168630588196
05/2002,59915.49632723597
06/2002,54649.5849446141
07/2002,48883.5183775686
08/2002,48580.06734125169
09/2002,41517.4650374654
10/2002,45946.9321896642
11/2002,47779.8932844293
12/2002,43546.721498896106
01/2003,40163.62305432536
02/2003,38984.9638801258
03/2003,37957.995745707405
04/2003,42104.67190822561
05/2003,42219.00707529572
06/2003,43745.22968824614
07/2003,45222.49490046975
08/2003,45510.07798800031
09/2003,43814.328165948165
10/2003,46604.98693450725
11/2003,47198.279490279645
12/2003,48901.03335622648
01/2004,49560.41473134608
02/2004,50621.14237388411
03/2004,49259.49589897941
04/2004,50248.85631223776
05/2004,49873.17257685006
06/2004,50168.617072933666
07/2004,49479.70979163101
08/2004,49127.04100764636
09/2004,50036.12371654781
10/2004,50468.80514837226
11/2004,51437.53836166287
12/2004,52133.06656993405
01/2005,52958.18378782696
02/2005,54488.16179008837
03/2005,54186.15314040184
04/2005,53521.02574636672
05/2005,56048.62153033443
06/2005,58048.321295575435
07/2005,59999.14371616295
08/2005,59754.27950331088
09/2005,62573.67877395866
10/2005,61430.801168701495
11/2005,62795.75041807749
12/2005,64407.5419614239
01/2006,66273.84717521236
02/2006,66837.9172056643
03/2006,67885.31946379256
04/2006,68574.39213289865
05/2006,65564.42810147963
06/2006,66095.6748192109
07/2006,67451.30962974238
08/2006,69182.37595772729
09/2006,69723.84462289541
10/2006,72052.91538101448
11/2006,70924.14492714369
12/2006,72783.42587665273
01/2007,74035.75822467898
02/2007,72244.60737272924
03/2007,73465.13724705565
04/2007,76617.25450973616
05/2007,78715.08120584501
06/2007,79098.23154927178
07/2007,76035.83433074933
08/2007,75756.14662556308
09/2007,76865.59848274288
10/2007,78220.47337355954
11/2007,75717.68090669313
12/2007,74309.28753780984
01/2008,65374.56761901662
02/2008,64481.9918104839
03/2008,61325.2168225067
04/2008,66011.2292232888
05/2008,65634.51780797444
06/2008,60002.38849151303
07/2008,59491.19924845858
08/2008,60402.095466759005
09/2008,54648.34561154172
10/2008,48370.62182678351
11/2008,45029.616210582106
12/2008,43447.564378648705
01/2009,41376.33665749704
02/2009,37123.25087168116
03/2009,38174.64560872794
04/2009,42806.16300742178
05/2009,45316.33035261632
06/2009,44824.03486791188
07/2009,48968.918212807
08/2009,51464.24428882742
09/2009,52611.509644935686
10/2009,51667.84822310316
11/2009,52354.49699060554
12/2009,55656.63931447712
01/2010,53353.850840140774
02/2010,53314.504979907666
03/2010,56906.108802000985
04/2010,55120.34182504994
05/2010,52550.590592656576
06/2010,51786.77613921467
07/2010,54349.14629985451
08/2010,53891.11988820649
09/2010,54637.19703786744
10/2010,56000.07987538579
11/2010,54728.53814115104
12/2010,57109.15567736652
01/2011,58648.012801274184
02/2011,60108.08013046763
03/2011,57375.16489447635
04/2011,59331.65860969941
05/2011,59290.524490144555
06/2011,57779.87415741277
07/2011,56623.64415835671
08/2011,50626.22984738472
09/2011,48932.51582649623
10/2011,52526.85205651561
11/2011,52312.07102859603
12/2011,53916.05760531222
01/2012,55178.46932498848
02/2012,56647.237847874734
03/2012,56403.707221138815
04/2012,55488.11896592098
05/2012,52517.88414844798
06/2012,55527.89214747397
07/2012,57823.358013732286
08/2012,58719.49829000105
09/2012,59033.11084199907
10/2012,59241.09065510104
11/2012,60004.97973230004
12/2012,60607.23334945973
01/2013,62174.967297952724
02/2013,62525.65088391403
03/2013,63955.84295000103
04/2013,64950.485971130016
05/2013,65736.23311662089
06/2013,62540.515404438
07/2013,64838.34198309389
08/2013,64362.08889167421
09/2013,66958.3739018393
10/2013,69465.42740368794
11/2013,70170.91952199013
12/2013,70614.08290873031
01/2014,69055.52670006099
02/2014,72051.82067948348
03/2014,71055.11749153263
04/2014,72804.76220213954
05/2014,74710.34010260215
06/2014,74326.55836122866
07/2014,73462.83753561214
08/2014,75316.53699537877
09/2014,75947.4838707362
10/2014,74275.43328275587
11/2014,76353.20960168955
12/2014,74591.76316075448
01/2015,79446.39907489449
02/2015,84665.00759609093
03/2015,85941.34096289729
04/2015,86347.86546972036
05/2015,87098.98557495534
06/2015,83155.2157287908
07/2015,86865.48533751382
08/2015,79018.16833350812
09/2015,75680.7941762175
10/2015,81820.62358231845
11/2015,83830.90369802332
12/2015,79049.612370533
01/2016,74026.29079257713
02/2016,71675.93772012572
03/2016,71741.19068251955
04/2016,73791.81279977203
05/2016,75723.87259923012
06/2016,73396.26281133197
07/2016,75100.41238988533
08/2016,75023.25916433892
09/2016,74515.89701302216
10/2016,73782.333190054
11/2016,74409.65425815755
12/2016,79158.17718169099
01/2017,78331.60017615784
02/2017,81028.5284458585
03/2017,83835.50919075983
04/2017,84654.36570275563
05/2017,86247.30490897008
06/2017,83779.71141480446
07/2017,82690.77862597838
08/2017,81929.230372644
09/2017,85479.38604248269
10/2017,86906.92860226035
11/2017,85252.9698096236
12/2017,85846.04444200409
01/2018,86757.75133220908
02/2018,82344.94994873523
03/2018,80647.58944933537
04/2018,84404.01893484694
05/2018,84041.29903183113
06/2018,83962.2616729667
07/2018,87319.68433019344
08/2018,84223.02721961396
09/2018,84967.49203861413
10/2018,81693.13409993224
11/2018,81473.79529506847
12/2018,76685.19434445768
01/2019,80536.03777420263
02/2019,84473.87687887893
03/2019,87263.65834462731
04/2019,89996.51860242861
05/2019,86297.26248370715
06/2019,90224.4031176181
07/2019,90252.7297858503
08/2019,89293.89470843933
09/2019,92732.5836430893
10/2019,93153.95531935447
11/2019,95505.18432170316
12/2019,97182.65959986617
01/2020,96016.10844666188
02/2020,87698.7616032855
03/2020,78590.84234724299
04/2020,82268.30045191616
05/2020,83742.29884484583
06/2020,86686.17576363577
07/2020,84622.581294152
08/2020,85989.71252717933
09/2020,84549.5469072038
10/2020,78641.87887659806
11/2020,89014.10398146161
12/2020,90634.13232391326
01/2021,89709.12054314077
02/2021,91306.5139198158
03/2021,97572.0492285208
04/2021,99685.54238433245
05/2021,101765.50592314434
06/2021,103999.48489039192
07/2021,105325.28256624498
08/2021,107401.05458414913
09/2021,104044.96513979777
10/2021,109669.16597781783
11/2021,106977.82840605908
12/2021,113676.51804739323
01/2022,111595.8377113728
02/2022,108670.03877713201
03/2022,111201.36395607183
04/2022,112023.52786991539
05/2022,111136.23248247178
06/2022,104406.44418242518
07/2022,110889.98089488836
08/2022,106305.7254170157
09/2022,101234.77607791797
10/2022,107641.39587704734
11/2022,115425.78248453779
12/2022,111062.36552232003
01/2023,117233.14114397453
02/2023,118721.33612545358
03/2023,120611.88262324367
04/2023,124401.04916756753
05/2023,121385.08638910414
06/2023,123839.7223913923
07/2023,125428.33632428203
08/2023,122983.99773046639
09/2023,121673.09680135078
10/2023,118296.44171326388
11/2023,123773.2127566247
12/2023,127225.95191828649
01/2024,130978.31389968483
02/2024,133255.95570380118
03/2024,138484.56982359788
04/2024,138212.6353372451
