Data,DE0005933956
12/1995,21269.45326063907
01/1996,22765.34544575745
02/1996,22571.581810009855
03/1996,22815.33369145033
04/1996,23712.73980758741
05/1996,23986.86524326384
06/1996,23996.972641839486
07/1996,22988.095382604934
08/1996,23164.88669694296
09/1996,24571.30745098894
10/1996,24672.512440825063
11/1996,26387.043376045935
12/1996,26869.226058591066
01/1997,29142.094322766916
02/1997,30206.098040101042
03/1997,31100.712859277686
04/1997,31520.44804519009
05/1997,32637.796134416207
06/1997,35458.26092804499
07/1997,39603.67149003265
08/1997,35663.12514786444
09/1997,38308.77896201929
10/1997,34599.008687789865
11/1997,35976.57324342528
12/1997,37599.493463025094
01/1998,39758.25052236793
02/1998,42777.86636077766
03/1998,46899.236549123154
04/1998,47557.55728007473
05/1998,50316.9140093361
06/1998,51466.61558772818
07/1998,52628.63274973828
08/1998,45066.37161519619
09/1998,40464.229971318775
10/1998,43741.4274847157
11/1998,48191.33015070493
12/1998,50665.834438185295
01/1999,53784.913958719844
02/1999,52846.653256811514
03/1999,54015.295624798775
04/1999,57036.426669267974
05/1999,55432.84415208388
06/1999,57971.100752930455
07/1999,55735.194954140316
08/1999,57807.774930448424
09/1999,56279.63411738156
10/1999,60160.31120992144
11/1999,66178.24552537563
12/1999,75228.7290706117
01/2000,71865.08345550181
02/2000,79513.36199916074
03/2000,80560.64600355223
04/2000,81480.8924812894
05/2000,80208.99859071411
06/2000,79496.46222406559
07/2000,79221.09518253205
08/2000,80092.73090290227
09/2000,76064.92547055818
10/2000,78273.6489870462
11/2000,74144.85496968751
12/2000,73865.81681746861
01/2001,74000.11344058852
02/2001,66875.82007109713
03/2001,64842.232184085195
04/2001,70250.53088391681
05/2001,69110.82863661455
06/2001,66384.93986178376
07/2001,64038.10258068375
08/2001,58670.647339830604
09/2001,51659.55212882045
10/2001,54523.78580486977
11/2001,57341.75310353116
12/2001,59655.591557939595
01/2002,57570.24057743071
02/2002,56850.81948280833
03/2002,59374.53162080283
04/2002,56234.47367294301
05/2002,54296.32529892743
06/2002,49786.42993334638
07/2002,42711.41514118158
08/2002,43179.32635654702
09/2002,35128.645869137654
10/2002,40155.8326776901
11/2002,42360.186675869954
12/2002,38264.66417108599
01/2003,35900.327349315485
02/2003,34190.87699286927
03/2003,32569.45372549209
04/2003,37353.201855466796
05/2003,37719.714265922405
06/2003,39311.889054907515
07/2003,41022.34527368577
08/2003,41675.35755436817
09/2003,39049.81139786766
10/2003,42001.70242686593
11/2003,42912.61514676391
12/2003,45034.39285777568
01/2004,46360.7930274154
02/2004,47249.58487081702
03/2004,45564.636613196846
04/2004,45762.144014364254
05/2004,45515.53544773308
06/2004,46684.161666367196
07/2004,45242.253036357215
08/2004,44481.0618131344
09/2004,45402.74326489623
10/2004,46839.22596888537
11/2004,47959.03282693218
12/2004,49205.55731300122
01/2005,49817.429863242556
02/2005,51111.10007049766
03/2005,51063.02230296395
04/2005,49304.02820597893
05/2005,52175.558702096474
06/2005,54103.28979312484
07/2005,56603.95502239562
08/2005,55628.96350390397
09/2005,58431.5226108798
10/2005,56619.442913009945
11/2005,58850.397532594
12/2005,61097.757513109485
01/2006,63079.23325115464
02/2006,64510.56524095181
03/2006,65918.8685173214
04/2006,65840.14307328082
05/2006,63034.430165979866
06/2006,63491.56854299095
07/2006,64288.93234301313
08/2006,66431.2002754962
09/2006,68013.5453653935
10/2006,69895.30045993382
11/2006,69728.53433104244
12/2006,72044.96185585244
01/2007,73135.13221836188
02/2007,71546.42448957266
03/2007,73215.12956051165
04/2007,77263.52072711401
05/2007,80328.75311965804
06/2007,80109.69645272168
07/2007,77075.94136294232
08/2007,76798.74726517344
09/2007,78350.21448955918
10/2007,80328.2760997614
11/2007,78785.77696476766
12/2007,78869.699277341
01/2008,68054.83395634321
02/2008,66844.14870002275
03/2008,65134.60418867129
04/2008,69088.24115496925
05/2008,69383.51433016364
06/2008,61646.511796632505
07/2008,61963.661345405635
08/2008,61999.26883546265
09/2008,56034.64627265041
10/2008,47812.69921235056
11/2008,45046.77011513329
12/2008,45377.664838645345
01/2009,41544.86905478973
02/2009,36727.10318582484
03/2009,38507.94164659646
04/2009,44468.22968604586
05/2009,46649.78291195426
06/2009,45806.82918285436
07/2009,50358.457221257035
08/2009,53039.24534912496
09/2009,54928.399606975385
10/2009,52489.9582992403
11/2009,53670.62876876068
12/2009,56955.32075626775
01/2010,53369.42481095097
02/2010,52476.028214957194
03/2010,56398.383108132344
04/2010,54329.13347498592
05/2010,51219.90495311154
06/2010,50609.03556144515
07/2010,53944.58886930322
08/2010,51669.017275796796
09/2010,54160.88320209515
10/2010,56106.91876754088
11/2010,52465.277771064844
12/2010,55291.16233434148
01/2011,58582.44950583473
02/2011,59769.78269604653
03/2011,57746.2505373611
04/2011,59985.71639839668
05/2011,57981.541288857996
06/2011,57812.07656407189
07/2011,54250.64719192183
08/2011,46811.07613577017
09/2011,44430.343253598054
10/2011,48647.11193888103
11/2011,47686.77818503268
12/2011,47441.40388007048
01/2012,49627.17387736578
02/2012,51597.47814552632
03/2012,50916.25681629605
04/2012,47747.874024908924
05/2012,44530.38745670912
06/2012,47760.50190255148
07/2012,49127.45973301139
08/2012,51571.48315442833
09/2012,51976.31901210008
10/2012,53073.57591724813
11/2012,54621.82083894706
12/2012,55946.93106024993
01/2013,57507.68634410459
02/2013,56036.8406090018
03/2013,55869.19982764447
04/2013,58124.790374069344
05/2013,60015.2848593846
06/2013,56504.98735657061
07/2013,60182.16662252578
08/2013,59176.10159815532
09/2013,62995.591300743785
10/2013,66844.34621096328
11/2013,67362.20506116864
12/2013,67905.07920340599
01/2014,65951.5253506511
02/2014,68918.94421526456
03/2014,69255.14549464078
04/2014,70305.7056552324
05/2014,72197.0115900193
06/2014,71966.45312402908
07/2014,69529.79536362151
08/2014,70816.02589076133
09/2014,72087.06479272539
10/2014,69637.79528554015
11/2014,72796.00542858907
12/2014,70549.4702133168
01/2015,75263.22256713267
02/2015,80830.01050750064
03/2015,83102.37583925416
04/2015,81545.83087472792
05/2015,81442.6492983483
06/2015,78234.61196361308
07/2015,82308.30733282641
08/2015,74790.10059016933
09/2015,70981.96355862533
10/2015,78317.52835936088
11/2015,80420.14758827745
12/2015,74993.17831095915
01/2016,69987.12005880103
02/2016,67731.5637536839
03/2016,69133.8401448201
04/2016,70030.48521350625
05/2016,71742.93618984913
06/2016,67294.855705029
07/2016,70326.84541171881
08/2016,71126.39435958918
09/2016,70692.96177396616
10/2016,72008.01969273457
11/2016,72008.39849615919
12/2016,77693.93200640519
01/2017,76349.98320751394
02/2017,78540.5848990691
03/2017,82968.25239922055
04/2017,84588.56036216556
05/2017,85412.85106347676
06/2017,82865.09846502653
07/2017,83098.48379419335
08/2017,82490.87303974942
09/2017,86734.57539825758
10/2017,88691.8214134878
11/2017,86227.62602576881
12/2017,84712.11010201636
01/2018,87322.5587461545
02/2018,83289.46079237839
03/2018,81469.06174009528
04/2018,86192.0491908646
05/2018,84012.49133250318
06/2018,83834.9277108515
07/2018,87124.84273021303
08/2018,83885.12589076893
09/2018,84107.4202373908
10/2018,79164.69685956862
11/2018,78597.29808078942
12/2018,74442.06334640931
01/2019,78532.32674402306
02/2019,81993.68896197423
03/2019,83480.66194920607
04/2019,87921.98780417384
05/2019,83054.6685126683
06/2019,88031.84003802297
07/2019,87945.53933933625
08/2019,86993.51151955228
09/2019,90685.5943095461
10/2019,91656.58344148738
11/2019,94211.47955576895
12/2019,95333.08382648163
01/2020,92785.73182638166
02/2020,84928.5196697118
03/2020,71153.45151184962
04/2020,74935.40997819843
05/2020,78477.90222395968
06/2020,83489.4105677197
07/2020,82141.43469016584
08/2020,84749.22625122507
09/2020,82769.62569453864
10/2020,76711.82063840868
11/2020,90578.75370239782
12/2020,92175.5227410238
01/2021,90431.5762343785
02/2021,94532.84920208344
03/2021,101974.52297627208
04/2021,103823.44032318989
05/2021,106203.33362026652
06/2021,106920.39102828751
07/2021,107680.89618397235
08/2021,110505.24043629009
09/2021,106726.74950764157
10/2021,112212.47525058375
11/2021,107344.34040398232
12/2021,113569.63821191438
01/2022,110404.05679601624
02/2022,103856.02130214307
03/2022,103373.45983375025
04/2022,101209.65492812629
05/2022,102085.52048163237
06/2022,93133.32197480541
07/2022,100052.81252065199
08/2022,94943.39963808186
09/2022,89650.570706534
10/2022,97788.53529845845
11/2022,107263.76385510822
12/2022,102678.14960998614
01/2023,112818.18560658793
02/2023,114953.2798543708
03/2023,117185.38235875926
04/2023,119097.90816799401
05/2023,116454.16178251499
06/2023,121496.22880689034
07/2023,123603.03813626914
08/2023,118851.27503218867
09/2023,115522.0938682542
10/2023,112451.3800712391
11/2023,121481.82073493437
12/2023,125365.39848392221
01/2024,129030.61382210189
02/2024,135527.9623507778
03/2024,141381.5472444725
04/2024,137923.70388649293
