Data,DE0006289390
03/2009,37751.409634633324
04/2009,40690.52556027132
05/2009,40028.49226294861
06/2009,39746.44897768245
07/2009,43195.675280705866
08/2009,44470.222741593956
09/2009,44379.85119337301
10/2009,43952.77355891287
11/2009,46280.37047456794
12/2009,48703.2178153495
01/2010,48547.658055869506
02/2010,51416.51770241676
03/2010,54492.80808477965
04/2010,55984.06585209328
05/2010,55966.6853862874
06/2010,54183.45118553953
07/2010,54702.17541286658
08/2010,53981.018183519365
09/2010,54067.63369046998
10/2010,54938.22599429589
11/2010,58186.60247325101
12/2010,59593.352680604374
01/2011,59790.80618603025
02/2011,61023.34432364098
03/2011,59934.15823439285
04/2011,59641.86330477263
05/2011,60645.80259452091
06/2011,59673.23480945857
07/2011,59213.832122288484
08/2011,56094.95043867576
09/2011,56456.206013602976
10/2011,59719.04914841561
11/2011,63026.15830291123
12/2011,66363.82408781277
01/2012,67456.59498927894
02/2012,68000.39844184885
03/2012,69887.92845517483
04/2012,70721.6375202812
05/2012,70930.8167547485
06/2012,72678.29771793816
07/2012,75316.87882774937
08/2012,74097.66847978056
09/2012,74224.78443808926
10/2012,72071.30538960233
11/2012,71989.64622842803
12/2012,71381.18803765232
01/2013,73583.1422280604
02/2013,77248.27106081192
03/2013,82227.4975159875
04/2013,82075.28435919678
05/2013,84301.53428711984
06/2013,82740.35983099874
07/2013,84851.76318526681
08/2013,81576.6494538283
09/2013,81727.28490110631
10/2013,83207.1646849473
11/2013,86541.54884782713
12/2013,88099.4785462407
01/2014,85193.2205698886
02/2014,86942.04328249412
03/2014,87873.70010614746
04/2014,88202.30370811024
05/2014,90809.51907750832
06/2014,91106.2431914209
07/2014,91631.40030593489
08/2014,96261.99004419587
09/2014,100618.09049142935
10/2014,103231.3969857931
11/2014,106490.69914483132
12/2014,109571.39780283142
01/2015,113415.6592457753
02/2015,120881.05966429788
03/2015,123897.10874158812
04/2015,119339.85848339865
05/2015,123603.59371564913
06/2015,118632.13363185602
07/2015,121616.51120478279
08/2015,111506.96061842583
09/2015,110070.07851069172
10/2015,121498.87205760571
11/2015,127370.11206688479
12/2015,121833.31866839409
01/2016,114870.82092884344
02/2016,116020.52608943876
03/2016,118913.20486847608
04/2016,119406.65847098686
05/2016,122624.0319545107
06/2016,124311.00855369745
07/2016,127780.15102166368
08/2016,127839.21785173863
09/2016,126928.40782739662
10/2016,128344.46681766958
11/2016,139810.4888809574
12/2016,145855.7458421908
01/2017,143778.03752358133
02/2017,153401.4226815201
03/2017,151082.70271237666
04/2017,149854.79185594196
05/2017,146945.0713462678
06/2017,146942.0445649605
07/2017,146761.13260005802
08/2017,146432.9197508673
09/2017,149779.8541044164
10/2017,158626.01825227975
11/2017,162335.11903993893
12/2017,163402.34715910073
01/2018,166494.44325957223
02/2018,163012.70804855932
03/2018,155725.1934447141
04/2018,159324.14097027836
05/2018,166750.93679701776
06/2018,166454.00833605384
07/2018,173270.90288703216
08/2018,178923.1239020607
09/2018,183550.42656830003
10/2018,178302.09652493897
11/2018,181323.27403549713
12/2018,164355.8183969134
01/2019,175688.59154201587
02/2019,183849.23623827423
03/2019,187058.36061150592
04/2019,192246.69759392896
05/2019,181103.56476236728
06/2019,190356.6051998781
07/2019,196351.6396583783
08/2019,195687.66933866264
09/2019,202318.76500939025
10/2019,198582.3313720076
11/2019,209890.76649859056
12/2019,208923.6922440141
01/2020,210392.8999875708
02/2020,191078.12433826103
03/2020,165293.00058263747
04/2020,185118.93232511714
05/2020,189138.4853704987
06/2020,191427.10753027356
07/2020,185376.26355145738
08/2020,198436.23696831096
09/2020,197881.95191457676
10/2020,189023.3052885253
11/2020,206906.15892781306
12/2020,208797.03808685948
01/2021,206910.32953746297
02/2021,214191.254789523
03/2021,236341.96595896652
04/2021,235644.76056600033
05/2021,238402.6435255299
06/2021,244707.83690312054
07/2021,247732.2665400927
08/2021,252554.07327601864
09/2021,247172.29475188837
10/2021,260229.73019193474
11/2021,257238.1452787492
12/2021,272238.87286242563
01/2022,267313.6286830069
02/2022,257403.41252716025
03/2022,266019.75974902563
04/2022,266554.33413869777
05/2022,262990.6594000315
06/2022,253336.25094201474
07/2022,275514.8287147215
08/2022,270397.96175676386
09/2022,252968.57590618092
10/2022,283612.34291901137
11/2022,287240.77072772227
12/2022,267873.3935070357
01/2023,271351.84193577984
02/2023,265792.4365089746
03/2023,264828.0227081315
04/2023,268906.1509656172
05/2023,267539.3955420575
06/2023,275219.7530890076
07/2023,280527.00178872177
08/2023,278688.7294641001
09/2023,276010.2337800226
10/2023,271773.76292276994
11/2023,288070.71294364275
12/2023,298892.3946673414
01/2024,308633.66025253787
02/2024,316542.3359586153
03/2024,323841.6908185002
04/2024,310450.08726118185
